id,chart,hardness,code execution_fail_rate,surface-form check_fail_rate,deconstruction_fail_rate,chart type check_fail_rate,data check_fail_rate,order check_fail_rate,layout check_fail_rate,scale and ticks check_fail_rate,invalid_rate,illegal rate,pass_rate,quality_score,readability_score,is_multi_table,text_model,vision_model
9,Bar,Easy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,False,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
9,Bar,Easy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,False,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
14,Pie,Easy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
14,Pie,Easy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
14,Pie,Easy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
21,Pie,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
21,Pie,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
21,Pie,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
32,Bar,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,True,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
32,Bar,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,True,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
32,Bar,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,True,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
33,Pie,Easy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
33,Pie,Easy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
33,Pie,Easy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
34,Bar,Easy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.8,2.8,False,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
34,Bar,Easy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.8,2.8,False,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
34,Bar,Easy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.8,2.8,False,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
35,Pie,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
35,Pie,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
35,Pie,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,gpt-4o-mini
